Bibtex Key,Aesthetic Tag,Approach,Evaluation Criterion,Graph Type,Paper TItle,Participants,Statistical Evaluation,Statistically Significant,Task,Task Group,Task Type,|E|,|G|,|N|
huang_establishing_2013,Crossing Resolution,Quantitative,Error Rate,Node-Link,Establishing aesthetics based on human graph reading behavior: two eye tracking studies,16,Yes,Yes,Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were highlighted,Topology,Find Shortest Path,32-43,2,20-32
huang_establishing_2013,Crossing Resolution,Quantitative,Error Rate,Node-Link,Establishing aesthetics based on human graph reading behavior: two eye tracking studies,16,Yes,Yes,Node+Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were not highlighted.,Topology,Find Shortest Path,32-43,2,20-32
huang_establishing_2013,Crossing Resolution,Quantitative,Task Time,Node-Link,Establishing aesthetics based on human graph reading behavior: two eye tracking studies,16,Yes,Yes,Node task: find the most connected node (the node that has most incident edges),Topology,Adjacency,32-43,2,20-32
huang_establishing_2013,Crossing Resolution,Quantitative,Task Time,Node-Link,Establishing aesthetics based on human graph reading behavior: two eye tracking studies,16,Yes,Yes,Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were highlighted,Topology,Find Shortest Path,32-43,2,20-32
huang_establishing_2013,Crossing Resolution,Quantitative,Task Time,Node-Link,Establishing aesthetics based on human graph reading behavior: two eye tracking studies,16,Yes,Yes,Node+Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were not highlighted.,Topology,Find Shortest Path,32-43,2,20-32
purchase_extremes_2008,Layout Stability,Quantitative,Error Rate,Node-Link,Extremes Are Better: Investigating Mental Map Preservation in Dynamic Graphs,30,Yes,No,"Which student was called the least (overall) during the 6 week term? This is the node with the lowest overall degree over all timeslices, excluding those students who were not called at all.",Topology,Adjacency,30,3,20
purchase_extremes_2008,Layout Stability,Quantitative,Task Time,Node-Link,Extremes Are Better: Investigating Mental Map Preservation in Dynamic Graphs,30,Yes,Yes,"Which student’s phone was disconnected during 1 of the 6 weeks? In each case, there was only one node that had a degree 0 in only one of the timeslices.",Topology,Adjacency,30,3,20
purchase_extremes_2008,Layout Stability,Quantitative,Error Rate,Node-Link,Extremes Are Better: Investigating Mental Map Preservation in Dynamic Graphs,30,Yes,No,"Which student’s phone was disconnected during 1 of the 6 weeks? In each case, there was only one node that had a degree 0 in only one of the timeslices.",Topology,Adjacency,30,3,20
purchase_extremes_2008,Layout Stability,Quantitative,Task Time,Node-Link,Extremes Are Better: Investigating Mental Map Preservation in Dynamic Graphs,30,Yes,Yes,Which student was called the most (overall) during the 6 week term? This was the node with the highest overall degree over all timeslices.,Topology,Adjacency,30,3,20
purchase_extremes_2008,Layout Stability,Quantitative,Error Rate,Node-Link,Extremes Are Better: Investigating Mental Map Preservation in Dynamic Graphs,30,Yes,No,Which student was called the most (overall) during the 6 week term? This was the node with the highest overall degree over all timeslices.,Topology,Adjacency,30,3,20
purchase_empirical_2002,Edge Bends,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Edge Bends,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Edge Bends,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,,,
purchase_empirical_2002,Edge Bends,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Edge Crossings,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Angular Resolution,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,"Edge Orthogonality, Node Orthogonality",Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Symmetry,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Edge Crossings,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Angular Resolution,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,"Edge Orthogonality, Node Orthogonality",Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Symmetry,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Edge Bends,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Edge Crossings,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Angular Resolution,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,"Edge Orthogonality, Node Orthogonality",Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Symmetry,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Edge Crossings,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Angular Resolution,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,"Edge Orthogonality, Node Orthogonality",Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
purchase_empirical_2002,Symmetry,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,What is the minimum number of edges that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Accessibility,,1,
"purchase_empirical_2002 ",Edge Crossings,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,,,
purchase_empirical_2002,Angular Resolution,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,,,
purchase_empirical_2002,"Edge Orthogonality, Node Orthogonality",Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,,,
purchase_empirical_2002,Symmetry,Quantitative,Error Rate,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,,,
purchase_empirical_2002,Edge Crossings,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,,,
purchase_empirical_2002,Angular Resolution,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,,,
purchase_empirical_2002,"Edge Orthogonality, Node Orthogonality",Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,No,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,,,
"purchase_empirical_2002 ",Symmetry,Quantitative,Task Time,Node-Link,Empirical Evaluation of Aesthetics-based Graph Layout,,Yes,Yes,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,,,
ware_cognitive_2002,Edge Crossings,Quantitative,Task Time,Node-Link,Cognitive Measurements of Graph Aesthetics,43,Yes,Yes,Find the shortest path between the two highlighted nodes.,Topology,Find Shortest Path,,,
ware_cognitive_2002,Edge Flow,Quantitative,Task Time,Node-Link,Cognitive Measurements of Graph Aesthetics,43,Yes,Yes,Find the shortest path between the two highlighted nodes.,Topology,Find Shortest Path,,,
ware_cognitive_2002,Edge Length,Quantitative,Task Time,Node-Link,Cognitive Measurements of Graph Aesthetics,43,Yes,No,Find the shortest path between the two highlighted nodes.,Topology,Find Shortest Path,,,
dwyer_edge_2013,Edge Crossings,Quantitative,Task Time,Node-Link,Edge Compression Techniques for Visualization of Dense Directed Graphs,14,Yes,Yes,Participants had to count the smallest number of links to go from a node labeled “Start” to a node labeled “End”. Path length varied up to 4 links. In some cases no path existed,Topology,Find Shortest Path,,3,
"binucci_partial_2016 ",Edge Crossings,Quantitative,Task Accuracy,Node-Link,Partial edge drawing: Homogeneity is more important than crossings and ink,34,Yes,Yes,Is there a path with exactly two edges between the green vertex and the red vertex?,Topology,Find Shortest Path,,,
binucci_partial_2016,Edge Crossings,Quantitative,Task Accuracy,Node-Link,Partial edge drawing: Homogeneity is more important than crossings and ink,34,Yes,No,Is the red vertex the farthest neighbour of the green vertex?,Topology,Find Shortest Path,,,
binucci_partial_2016,Edge Crossings,Quantitative,Task Accuracy,Node-Link,Partial edge drawing: Homogeneity is more important than crossings and ink,34,Yes,Yes,Is the red vertex the nearest neighbour of the green vertex?,Topology,Find Shortest Path,,,
binucci_partial_2016,Edge Crossings,Quantitative,Task Time,Node-Link,Partial edge drawing: Homogeneity is more important than crossings and ink,34,Yes,No,Are the green vertex and the red vertex connected by an edge?,Topology,Accessibility,,,
binucci_partial_2016,Edge Crossings,Quantitative,Task Time,Node-Link,Partial edge drawing: Homogeneity is more important than crossings and ink,34,Yes,No,Is there a path with exactly two edges between the green vertex and the red vertex?,Topology,Find Shortest Path,,,
binucci_partial_2016,Edge Crossings,Quantitative,Task Time,Node-Link,Partial edge drawing: Homogeneity is more important than crossings and ink,34,Yes,Yes,Is the red vertex the farthest neighbour of the green vertex?,Topology,Find Shortest Path,,,
binucci_partial_2016,Edge Crossings,Quantitative,Task Time,Node-Link,Partial edge drawing: Homogeneity is more important than crossings and ink,34,Yes,Yes,Is the red vertex the nearest neighbour of the green vertex?,Topology,Find Shortest Path,,,
archambault_mental_2012,Layout Stability,Quantitative,Task Accuracy,Node-Link,The mental map and memorability in dynamic graphs,25,Yes,No,Is this graph exactly the same as one of the graphs presented in the memorization phase?,Overview,Overview,,3,
xu_user_2012,Edge Bends,Quantitative,Task Time,Node-Link,A User Study on Curved Edges in Graph Visualization,,Yes,No,Shortest path length (LENG): to find the length of the shortest path between two randomly selected nodes.,Topology,Find Shortest Path,,10,20-100
xu_user_2012,Edge Bends,Quantitative,Task Time,Node-Link,A User Study on Curved Edges in Graph Visualization,,Yes,No,Connection number (CONN): to find the number of edges connected to a randomly selected node.,Topology,Adjacency,,10,20-100
xu_user_2012,Edge Bends,Quantitative,Task Time,Node-Link,A User Study on Curved Edges in Graph Visualization,,Yes,No,Common neighbors (NEIG): to find the number of nodes connected to two selected nodes.,Topology,Common Connection,,10,20-100
xu_user_2012,Edge Bends,Quantitative,Task Accuracy,Node-Link,A User Study on Curved Edges in Graph Visualization,,Yes,Yes,Path of length two (PATH): to decide if there is a path of length two connecting the two randomly selected nodes (same as the first experiment).,Topology,Find Shortest Path,,10,20-100
xu_user_2012,Edge Bends,Quantitative,Task Accuracy,Node-Link,A User Study on Curved Edges in Graph Visualization,,Yes,No,Shortest path length (LENG): to find the length of the shortest path between two randomly selected nodes.,Topology,Find Shortest Path,,10,20-100
xu_user_2012,Edge Bends,Quantitative,Task Accuracy,Node-Link,A User Study on Curved Edges in Graph Visualization,,Yes,No,Connection number (CONN): to find the number of edges connected to a randomly selected node.,Topology,Adjacency,,10,20-100
xu_user_2012,Edge Bends,Quantitative,Task Accuracy,Node-Link,A User Study on Curved Edges in Graph Visualization,,Yes,Yes,Common neighbors (NEIG): to find the number of nodes connected to two selected nodes.,Topology,Common Connection,,10,20-100
sathiyanarayanan_social_2017,Edge Crossings,Quantitative,Task Time,Node-Link,Social network visualization: Does partial edges affect user comprehension?,20,Yes,No,How many people interested in COMPUTERS are directly connected to someone who is not interested in COMPUTERS?,Topology,Common Connection,,,
sathiyanarayanan_social_2017,Edge Crossings,Quantitative,Error Rate,Node-Link,Social network visualization: Does partial edges affect user comprehension?,20,Yes,No,How many direct connections are there between people interested in BUSINESS and people not interested in BUSINESS?,Topology,Adjacency,,,
sathiyanarayanan_social_2017,Edge Crossings,Quantitative,Error Rate,Node-Link,Social network visualization: Does partial edges affect user comprehension?,20,Yes,No,How many subjects include someone who is directly connected to someone interested in SCIENCE?,Overview,Overview,,,
sathiyanarayanan_social_2017,Edge Crossings,Quantitative,Task Time,Node-Link,Social network visualization: Does partial edges affect user comprehension?,20,Yes,No,How many direct connections are there between people interested in BUSINESS and people not interested in BUSINESS?,Topology,Adjacency,,,
sathiyanarayanan_social_2017,Edge Crossings,Quantitative,Task Time,Node-Link,Social network visualization: Does partial edges affect user comprehension?,20,Yes,No,How many subjects include someone who is directly connected to someone interested in SCIENCE?,Overview,Overview,,,
huang_effects_2016,Edge Bends,Quantitative,Task Accuracy,Node-Link,Effects of curves on graph perception,26,Yes,Yes,ShortestPath: what is the length of the shortest path between two highlighted nodes?,Topology,Find Shortest Path,,4,20-50
huang_effects_2016,Edge Bends,Quantitative,Task Time,Node-Link,Effects of curves on graph perception,26,Yes,No,CommonNeighbour: How many common neighbors do the two highlighted nodes have?,Topology,Common Connection,,4,20-50
huang_effects_2016,Edge Bends,Quantitative,Task Time,Node-Link,Effects of curves on graph perception,26,Yes,No,Degree: which of the three highlighted nodes has the largest degree?,Topology,Adjacency,,4,20-50
huang_effects_2016,Edge Bends,Quantitative,Task Accuracy,Node-Link,Effects of curves on graph perception,26,Yes,Yes,CommonNeighbour: How many common neighbors do the two highlighted nodes have?,Topology,Common Connection,,4,20-50
huang_effects_2016,Edge Bends,Quantitative,Task Accuracy,Node-Link,Effects of curves on graph perception,26,Yes,Yes,Degree: which of the three highlighted nodes has the largest degree?,Topology,Adjacency,,4,20-50
huang_improving_2010,"Angular Resolution, Crossing Resolution, Edge Crossings, Edge Length",Quantitative,Task Time,Node-Link,Improving Force-Directed Graph Drawings by Making Compromises Between Aesthetics,43,Yes,Yes,,Topology,Find Shortest Path,,,
huang_improving_2010,"Angular Resolution, Crossing Resolution, Edge Crossings, Edge Length",Quantitative,Cognitive Load,Node-Link,Improving Force-Directed Graph Drawings by Making Compromises Between Aesthetics,43,Yes,Yes,,Topology,Find Shortest Path,,,
huang_using_2007,"Edge Crossings, Edge Flow",Quantitative,Error Rate,Node-Link,Using eye tracking to investigate graph layout effects,16,No,No,Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were highlighted.,Topology,Find Shortest Path,32-43,2,20-32
huang_using_2007,Crossing Resolution,Quantitative,Error Rate,Node-Link,Using eye tracking to investigate graph layout effects,16,No,No,Node+Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were not highlighted.,Topology,Find Shortest Path,32-43,2,20-32
huang_using_2007,Crossing Resolution,Quantitative,Error Rate,Node-Link,Using eye tracking to investigate graph layout effects,16,No,No,Node task: find the most connected node.,Topology,Adjacency,32-43,2,20-32
huang_using_2007,Crossing Resolution,Quantitative,Task Time,Node-Link,Using eye tracking to investigate graph layout effects,16,Yes,Yes,Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were highlighted.,Topology,Find Shortest Path,32-43,2,20-32
huang_using_2007,Crossing Resolution,Quantitative,Task Time,Node-Link,Using eye tracking to investigate graph layout effects,16,Yes,Yes,Node+Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were not highlighted.,Topology,Find Shortest Path,32-43,2,20-32
huang_using_2007,Crossing Resolution,Quantitative,Task Time,Node-Link,Using eye tracking to investigate graph layout effects,16,Yes,Yes,Node task: find the most connected node.,Topology,Adjacency,32-43,2,20-32
huang_using_2007,"Edge Crossings, Edge Flow",Quantitative,Task Time,Node-Link,Using eye tracking to investigate graph layout effects,16,Yes,No,Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were highlighted.,Topology,Find Shortest Path,32-43,2,20-32
huang_using_2007,"Edge Crossings, Edge Flow",Quantitative,Error Rate,Node-Link,Using eye tracking to investigate graph layout effects,16,No,No,Node+Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were not highlighted.,Topology,Find Shortest Path,32-43,2,20-32
huang_using_2007,"Edge Crossings, Edge Flow",Quantitative,Task Time,Node-Link,Using eye tracking to investigate graph layout effects,16,Yes,Yes,Node+Path task: find the shortest path between nodes 1 and 2. Nodes 1 and 2 were not highlighted.,Topology,Find Shortest Path,32-43,2,20-32
huang_using_2007,"Edge Crossings, Edge Flow",Quantitative,Error Rate,Node-Link,Using eye tracking to investigate graph layout effects,16,No,No,Node task: find the most connected node.,Topology,Adjacency,32-43,2,20-32
huang_using_2007 (6),"Edge Crossings, Edge Flow",Quantitative,Task Time,Node-Link,Using eye tracking to investigate graph layout effects,16,Yes,No,Node task: find the most connected node.,Topology,Adjacency,32-43,2,20-32
purchase_experimental_1997,Edge Crossings,Quantitative,Error Rate,Node-Link,An experimental study of the basis for graph drawing algorithms,49,Yes,Yes,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,21-32,2,20
purchase_experimental_1997,Symmetry,Quantitative,Error Rate,Node-Link,An experimental study of the basis for graph drawing algorithms,49,Yes,No,How long is the shortest path between two given nodes?,Topology,Find Shortest Path,21-32,2,20
purchase_experimental_1997,Edge Bends,Quantitative,Error Rate,Node-Link,An experimental study of the basis for graph drawing algorithms,49,Yes,Yes,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Find Connected Components,21-32,2,20
purchase_experimental_1997,Edge Bends,Quantitative,Error Rate,Node-Link,An experimental study of the basis for graph drawing algorithms,49,Yes,Yes,What is the minimum number of arcs that must be removed in order to disconnect two given nodes that there is no path between them?,Topology,Find Connected Components,21-32,2,20
"purchase_experimental_1997 ",Edge Crossings,Quantitative,Error Rate,Node-Link,An experimental study of the basis for graph drawing algorithms,49,Yes,Yes,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Find Connected Components,21-32,2,20
purchase_experimental_1997,Edge Crossings,Quantitative,Error Rate,Node-Link,An experimental study of the basis for graph drawing algorithms,49,Yes,Yes,What is the minimum number of arcs that must be removed in order to disconnect two given nodes that there is no path between them?,Topology,Find Connected Components,21-32,2,20
purchase_experimental_1997,Symmetry,Quantitative,Error Rate,Node-Link,An experimental study of the basis for graph drawing algorithms,49,Yes,No,What is the minimum number of nodes that must be removed in order to disconnect two given nodes such that there is no path between them?,Topology,Find Connected Components,21-32,2,20
purchase_experimental_1997,Symmetry,Quantitative,Error Rate,Node-Link,An experimental study of the basis for graph drawing algorithms,49,Yes,No,What is the minimum number of arcs that must be removed in order to disconnect two given nodes that there is no path between them?,Topology,Find Connected Components,21-32,2,20
huang_exploring_2010,Edge Crossings,Quantitative,Error Rate,Node-Link,Exploring the relative importance of crossing number and crossing angle,32,Yes,Yes,,Topology,Find Shortest Path,,200,10-50
huang_exploring_2010,Edge Crossings,Quantitative,Cognitive Load,Node-Link,Exploring the relative importance of crossing number and crossing angle,32,Yes,Yes,,Topology,Find Shortest Path,,200,10-50
huang_exploring_2010,Edge Crossings,Quantitative,Efficiency,Node-Link,Exploring the relative importance of crossing number and crossing angle,32,Yes,Yes,,Topology,Find Shortest Path,,200,10-50
huang_exploring_2010,Crossing Resolution,Quantitative,Task Time,Node-Link,Exploring the relative importance of crossing number and crossing angle,32,Yes,Yes,,Topology,Find Shortest Path,,200,10-50
huang_exploring_2010,Crossing Resolution,Quantitative,Error Rate,Node-Link,Exploring the relative importance of crossing number and crossing angle,32,Yes,Yes,,Topology,Find Shortest Path,,200,10-50
huang_exploring_2010,Crossing Resolution,Quantitative,Cognitive Load,Node-Link,Exploring the relative importance of crossing number and crossing angle,32,Yes,Yes,,Topology,Find Shortest Path,,200,10-50
huang_exploring_2010,Crossing Resolution,Quantitative,Efficiency,Node-Link,Exploring the relative importance of crossing number and crossing angle,32,Yes,Yes,,Topology,Find Shortest Path,,200,10-50
